date,equity
2026-03-04,105932.431168
2026-03-05,114088.77116799998
2026-03-06,117878.22116799997
2026-03-09,115857.181168
2026-03-10,121487.22116799997
2026-03-11,120224.071168
2026-03-12,113583.51116799998
2026-03-13,111995.55116799999
2026-03-16,115027.11116799999
2026-03-17,110046.69116799998
2026-03-18,113330.88116799998
2026-03-19,109577.52116799998
2026-03-20,101060.28116799999
2026-03-23,94888.89116799999
2026-03-24,97198.65116799998
2026-03-25,97703.91116799999
2026-03-26,101601.63116799998
2026-03-27,98750.52116799998
2026-03-30,103514.40116799998
2026-03-31,102720.42116799999
2026-04-01,100482.84116799998
2026-04-02,97559.55116799999
2026-04-03,93048.30116799999
2026-04-07,93589.65116799998
2026-04-08,99616.681168
2026-04-09,96657.30116799999
2026-04-10,95610.69116799998
2026-04-13,95358.061168
2026-04-14,98064.811168
2026-04-15,99869.311168
2026-04-16,98894.88116799998
2026-04-17,97379.101168
2026-04-20,103767.03116799999
2026-04-21,101096.371168
2026-04-22,98173.08116799999
2026-04-23,94636.26116799998
2026-04-24,94924.98116799998
